pipeline_type,opt_sequence,circuit_type,num_qubits,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,20,success,,44.0,25.0,19.0,19.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,5,success,,1860.0,1346.0,390.0,356.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,10,success,,127608.0,96547.0,31923.0,26041.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,5,success,,212.0,133.0,32.0,28.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,10,success,,924.0,427.0,189.0,114.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,15,success,,2187.0,851.0,522.0,252.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,20,success,,3929.0,1242.0,959.0,392.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,5,success,,344.0,280.0,54.0,54.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,10,success,,6948.0,6517.0,1193.0,1136.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,15,success,,198585.0,197298.0,33230.0,32993.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,5,success,,231.0,163.0,32.0,32.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,10,success,,921.0,457.0,182.0,117.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,15,success,,2226.0,858.0,492.0,252.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,20,success,,4023.0,1454.0,959.0,418.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,5,success,,98.0,56.0,8.0,6.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,10,success,,213.0,111.0,18.0,11.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,15,success,,328.0,166.0,28.0,16.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,20,success,,443.0,221.0,38.0,21.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Half Adder Circuit,5,success,,204.0,154.0,34.0,33.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Half Adder Circuit,15,success,,1509.0,643.0,384.0,224.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,5,success,,51.0,28.0,2.0,2.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,10,success,,101.0,53.0,7.0,7.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,15,success,,178.0,86.0,19.0,15.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,20,success,,228.0,120.0,24.0,24.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,5,success,,91.0,43.0,11.0,7.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,10,success,,176.0,40.0,16.0,6.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,15,success,,276.0,49.0,36.0,13.0
random_sample,qlego-qiskit_CommutativeCancellationPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,20,success,,340.0,35.0,20.0,4.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,5,success,,17.0,17.0,7.0,7.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,10,success,,44.0,35.0,24.0,15.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,15,success,,279.0,110.0,44.0,35.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,20,success,,369.0,150.0,64.0,56.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,5,success,,9.0,9.0,4.0,4.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,10,success,,14.0,14.0,9.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,15,success,,19.0,19.0,14.0,14.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,20,success,,24.0,24.0,19.0,19.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,5,success,,4596.0,2303.0,371.0,337.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,5,success,,31.0,13.0,6.0,3.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,10,success,,65.0,13.0,15.0,3.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,15,success,,111.0,32.0,36.0,12.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,QFT Circuit,20,success,,6221.0,1927.0,881.0,392.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,5,success,,12.0,9.0,12.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,10,success,,21.0,9.0,21.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,5,success,,17.0,9.0,12.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,10,success,,23.0,14.0,18.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,15,success,,41.0,12.0,36.0,12.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Quantum Phase Estimation Circuit,20,success,,6445.0,2184.0,905.0,428.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,5,success,,62.0,31.0,7.0,6.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,10,success,,147.0,66.0,17.0,16.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,15,success,,242.0,107.0,27.0,27.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,W State Circuit,20,success,,317.0,136.0,37.0,36.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Half Adder Circuit,5,success,,484.0,218.0,34.0,28.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Half Adder Circuit,15,success,,3876.0,1233.0,346.0,199.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,5,success,,47.0,27.0,2.0,2.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,10,success,,32.0,12.0,7.0,7.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,15,success,,59.0,18.0,19.0,13.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,BV Circuit,20,success,,74.0,20.0,24.0,15.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,5,success,,36.0,29.0,11.0,10.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,10,success,,75.0,36.0,25.0,12.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,15,success,,111.0,41.0,36.0,17.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,Graph State Circuit,20,success,,147.0,62.0,47.0,22.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,DJ Circuit,5,success,,56.0,23.0,7.0,7.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,DJ Circuit,10,success,,128.0,44.0,24.0,24.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,DJ Circuit,15,success,,203.0,76.0,44.0,43.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,DJ Circuit,20,success,,278.0,100.0,64.0,62.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,5,success,,14.0,10.0,4.0,4.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,10,success,,24.0,15.0,9.0,9.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,15,success,,34.0,20.0,14.0,14.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,20,success,,44.0,25.0,19.0,19.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Grover Circuit,5,success,,1348.0,1004.0,388.0,356.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Grover Circuit,10,success,,100185.0,75179.0,31705.0,25949.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,QFT Circuit,5,success,,157.0,103.0,32.0,28.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,QFT Circuit,10,success,,774.0,371.0,189.0,114.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,QFT Circuit,15,success,,1947.0,778.0,522.0,252.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,QFT Circuit,20,success,,3549.0,1191.0,959.0,392.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Amplitude Estimation Circuit,5,success,,329.0,265.0,54.0,54.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Amplitude Estimation Circuit,10,success,,6888.0,6512.0,1193.0,1136.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Quantum Phase Estimation Circuit,5,success,,196.0,128.0,32.0,32.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Quantum Phase Estimation Circuit,10,success,,821.0,413.0,182.0,117.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Quantum Phase Estimation Circuit,15,success,,2071.0,822.0,492.0,252.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,Quantum Phase Estimation Circuit,20,success,,3698.0,1365.0,959.0,418.0
random_sample,qlego-tket_SquashTK1Pass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-tket_SynthesiseTketPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_RemoveFinalResetPass,W State Circuit,5,success,,58.0,31.0,8.0,6.0
