pipeline_type,opt_sequence,circuit_type,num_qubits,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,GHZ Circuit,20,success,,44.0,25.0,19.0,19.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Grover Circuit,5,success,,1164.0,831.0,174.0,148.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Grover Circuit,10,success,,82221.0,58116.0,13056.0,10414.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,QFT Circuit,5,success,,160.0,90.0,20.0,14.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,QFT Circuit,10,success,,735.0,210.0,90.0,34.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,QFT Circuit,15,success,,1735.0,330.0,210.0,54.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,QFT Circuit,20,success,,3160.0,450.0,380.0,74.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Amplitude Estimation Circuit,5,success,,332.0,246.0,42.0,40.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Amplitude Estimation Circuit,10,success,,6849.0,6318.0,1094.0,1052.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Quantum Phase Estimation Circuit,5,success,,168.0,102.0,19.0,17.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Quantum Phase Estimation Circuit,10,success,,769.0,247.0,85.0,41.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Quantum Phase Estimation Circuit,15,success,,1838.0,462.0,209.0,77.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Quantum Phase Estimation Circuit,20,success,,3318.0,638.0,379.0,107.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,W State Circuit,5,success,,58.0,31.0,8.0,6.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,W State Circuit,10,success,,123.0,61.0,18.0,11.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,W State Circuit,15,success,,188.0,91.0,28.0,16.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,W State Circuit,20,success,,253.0,121.0,38.0,21.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Half Adder Circuit,5,success,,139.0,81.0,19.0,15.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Half Adder Circuit,15,success,,913.0,380.0,153.0,78.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,BV Circuit,5,success,,36.0,13.0,2.0,2.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,BV Circuit,10,success,,63.0,15.0,4.0,4.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,BV Circuit,15,success,,101.0,18.0,7.0,7.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,BV Circuit,20,success,,128.0,20.0,9.0,9.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Graph State Circuit,5,success,,35.0,18.0,5.0,3.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Graph State Circuit,10,success,,70.0,19.0,10.0,3.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Graph State Circuit,15,success,,105.0,30.0,15.0,4.0
random_sample,qlego-qiskit_CommutativeOptimizationPass -> qlego-tket_CliffordSimpPass -> qlego-tket_RemoveDiscardedPass,Graph State Circuit,20,success,,140.0,30.0,20.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,5,success,,49.0,14.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,success,,104.0,19.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,15,success,,159.0,24.0,14.0,14.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,20,success,,214.0,29.0,19.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,success,,9.0,9.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,success,,14.0,14.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,15,success,,19.0,19.0,14.0,14.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,20,success,,24.0,24.0,19.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,5,success,,1159.0,830.0,174.0,148.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,5,success,,25.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,success,,50.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,15,success,,75.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,20,success,,3140.0,449.0,380.0,74.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,5,success,,0.0,0.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,success,,0.0,0.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,5,success,,5.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,success,,5.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,15,success,,5.0,5.0,0.0,0.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,20,success,,3299.0,637.0,379.0,107.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,5,success,,49.0,14.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,success,,104.0,19.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,15,success,,159.0,24.0,14.0,14.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,20,success,,214.0,29.0,19.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,success,,134.0,80.0,19.0,15.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,15,success,,898.0,379.0,153.0,78.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,5,success,,32.0,12.0,2.0,2.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,10,success,,54.0,14.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,15,success,,87.0,17.0,7.0,7.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,20,success,,109.0,19.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,5,success,,30.0,23.0,5.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,10,success,,60.0,18.0,10.0,3.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,15,success,,90.0,19.0,15.0,5.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-qiskit_CommutativeCancellationPass -> qlego-tket_CliffordSimpPass -> qlego-bqskit_QuickPartitionerPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,20,success,,120.0,23.0,20.0,5.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,5,success,,39.0,18.0,7.0,7.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,success,,94.0,38.0,24.0,24.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,15,success,,148.0,66.0,44.0,43.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,20,success,,202.0,89.0,64.0,62.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,success,,7.0,7.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,success,,12.0,12.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,15,success,,17.0,17.0,14.0,14.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,20,success,,22.0,22.0,19.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,5,success,,803.0,619.0,390.0,356.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,5,success,,27.0,15.0,12.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,success,,129.0,75.0,99.0,57.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,15,success,,339.0,183.0,294.0,165.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,20,success,,1484.0,561.0,917.0,392.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,5,success,,33.0,21.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,5,success,,34.0,21.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,success,,145.0,72.0,96.0,60.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,15,success,,367.0,156.0,282.0,138.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,20,success,,1569.0,626.0,929.0,418.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,5,success,,33.0,20.0,8.0,6.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,success,,73.0,40.0,18.0,11.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,15,success,,113.0,60.0,28.0,16.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,20,success,,153.0,80.0,38.0,21.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-qiskit_OptimizeCliffordsPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,success,,67.0,57.0,34.0,33.0
