part,category,sdk,pass_key,circuit_type,num_qubits,pipeline_type,pass_name,wall_s,cpu_s,overhead_s,status,error,pipeline_name,sdk_type
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,DJ Circuit,5,single_pass,Preset Init Pass,0.302,0.2949,0.0071,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,DJ Circuit,5,single_pass,Trivial Layout,0.0021,0.0018,0.0003,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,DJ Circuit,5,single_pass,Preset Routing Pass,0.0066,0.0081,-0.0015,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,DJ Circuit,5,single_pass,Preset Translation Pass,0.0044,0.0041,0.0003,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,DJ Circuit,5,single_pass,__TOTAL__,0.3151,0.3088,0.0063,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,DJ Circuit,5,single_pass,Preset Init Pass,0.2845,0.2849,-0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,DJ Circuit,5,single_pass,Dense Layout,0.2434,0.0767,0.1668,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,DJ Circuit,5,single_pass,Preset Routing Pass,0.0057,0.0071,-0.0014,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,DJ Circuit,5,single_pass,Preset Translation Pass,0.0044,0.0044,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,DJ Circuit,5,single_pass,__TOTAL__,0.5381,0.3731,0.165,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,DJ Circuit,5,single_pass,Preset Init Pass,0.2831,0.2834,-0.0003,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,DJ Circuit,5,single_pass,Sabre Layout,0.002,0.0057,-0.0036,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,DJ Circuit,5,single_pass,Preset Routing Pass,0.0044,0.0044,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,DJ Circuit,5,single_pass,Preset Translation Pass,0.0038,0.0038,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,DJ Circuit,5,single_pass,__TOTAL__,0.2933,0.2972,-0.004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass VF2 Layout
'Layout algorithm failed to find a valid mapping.'
Traceback (most r",,
A_per_pass,Layout,qiskit,qlego-qiskit_CSPLayoutPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass CSP Layout
""The 'python-constraint' library is required to use 'CSPLayout'. You",,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,DJ Circuit,5,single_pass,Preset Init Pass,0.2927,0.2928,-0.0001,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,DJ Circuit,5,single_pass,Preset Layout Pass,0.0047,0.0095,-0.0047,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,DJ Circuit,5,single_pass,Preset Routing Pass,0.0042,0.0042,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,DJ Circuit,5,single_pass,Preset Translation Pass,0.0039,0.0039,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,DJ Circuit,5,single_pass,__TOTAL__,0.3056,0.3105,-0.0048,success,,,
A_per_pass,Layout,tket,qlego-tket_LinePlacementPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement
No module named 'pytket'
Traceback (most recent call last):
  Fi",,
A_per_pass,Layout,tket,qlego-tket_GraphPlacementPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Graph Placement
No module named 'pytket'
Traceback (most recent call last):
  F",,
A_per_pass,Layout,tket,qlego-tket_NoiseAwarePlacementPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Noise Aware Placement
No module named 'pytket'
Traceback (most recent call last",,
A_per_pass,Layout,bqskit,qlego-bqskit_GeneralizedSabrePass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Generalized Sabre
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_TrivialPlacementPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Trivial Placement
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_GreedyPlacementPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Placement
No module named 'bqskit'
Traceback (most recent call last):
  ",,
A_per_pass,Layout,bqskit,qlego-bqskit_PAMLayoutPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass PAM Layout
No module named 'bqskit'
Traceback (most recent call last):
  File """,,
A_per_pass,Layout,bqskit,qlego-bqskit_SubtopologySelectionPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Subtopology Selection
No module named 'bqskit'
Traceback (most recent call last",,
A_per_pass,Layout,cirq,qlego-cirq_LinePlacementStrategyPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement Strategy
No module named 'cirq.routing'
Traceback (most recent c",,
A_per_pass,Layout,cirq,qlego-cirq_GreedySequenceSearchPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,cirq,qlego-cirq_AnnealSequenceSearchPass,DJ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Anneal Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,GHZ Circuit,5,single_pass,Preset Init Pass,0.2862,0.2864,-0.0002,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,GHZ Circuit,5,single_pass,Trivial Layout,0.0017,0.0017,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,GHZ Circuit,5,single_pass,Preset Routing Pass,0.0043,0.0043,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,GHZ Circuit,5,single_pass,Preset Translation Pass,0.0038,0.0038,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,GHZ Circuit,5,single_pass,__TOTAL__,0.296,0.2962,-0.0002,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,GHZ Circuit,5,single_pass,Preset Init Pass,0.2832,0.2832,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,GHZ Circuit,5,single_pass,Dense Layout,0.058,0.0595,-0.0015,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,GHZ Circuit,5,single_pass,Preset Routing Pass,0.0046,0.0046,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,GHZ Circuit,5,single_pass,Preset Translation Pass,0.0037,0.0037,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,GHZ Circuit,5,single_pass,__TOTAL__,0.3495,0.351,-0.0015,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,GHZ Circuit,5,single_pass,Preset Init Pass,0.282,0.283,-0.001,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,GHZ Circuit,5,single_pass,Sabre Layout,0.0019,0.0053,-0.0034,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,GHZ Circuit,5,single_pass,Preset Routing Pass,0.0043,0.0043,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,GHZ Circuit,5,single_pass,Preset Translation Pass,0.0038,0.0038,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,GHZ Circuit,5,single_pass,__TOTAL__,0.292,0.2964,-0.0043,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,GHZ Circuit,5,single_pass,Preset Init Pass,0.285,0.2846,0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,GHZ Circuit,5,single_pass,VF2 Layout,0.0018,0.0018,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,GHZ Circuit,5,single_pass,Preset Routing Pass,0.0042,0.0042,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,GHZ Circuit,5,single_pass,Preset Translation Pass,0.0038,0.0038,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,GHZ Circuit,5,single_pass,__TOTAL__,0.2947,0.2943,0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_CSPLayoutPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass CSP Layout
""The 'python-constraint' library is required to use 'CSPLayout'. You",,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,GHZ Circuit,5,single_pass,Preset Init Pass,0.2824,0.2829,-0.0006,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,GHZ Circuit,5,single_pass,Preset Layout Pass,0.0041,0.0041,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,GHZ Circuit,5,single_pass,Preset Routing Pass,0.004,0.004,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,GHZ Circuit,5,single_pass,Preset Translation Pass,0.0037,0.0037,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,GHZ Circuit,5,single_pass,__TOTAL__,0.2942,0.2947,-0.0006,success,,,
A_per_pass,Layout,tket,qlego-tket_LinePlacementPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement
No module named 'pytket'
Traceback (most recent call last):
  Fi",,
A_per_pass,Layout,tket,qlego-tket_GraphPlacementPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Graph Placement
No module named 'pytket'
Traceback (most recent call last):
  F",,
A_per_pass,Layout,tket,qlego-tket_NoiseAwarePlacementPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Noise Aware Placement
No module named 'pytket'
Traceback (most recent call last",,
A_per_pass,Layout,bqskit,qlego-bqskit_GeneralizedSabrePass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Generalized Sabre
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_TrivialPlacementPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Trivial Placement
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_GreedyPlacementPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Placement
No module named 'bqskit'
Traceback (most recent call last):
  ",,
A_per_pass,Layout,bqskit,qlego-bqskit_PAMLayoutPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass PAM Layout
No module named 'bqskit'
Traceback (most recent call last):
  File """,,
A_per_pass,Layout,bqskit,qlego-bqskit_SubtopologySelectionPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Subtopology Selection
No module named 'bqskit'
Traceback (most recent call last",,
A_per_pass,Layout,cirq,qlego-cirq_LinePlacementStrategyPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement Strategy
No module named 'cirq.routing'
Traceback (most recent c",,
A_per_pass,Layout,cirq,qlego-cirq_GreedySequenceSearchPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,cirq,qlego-cirq_AnnealSequenceSearchPass,GHZ Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Anneal Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,Grover Circuit,5,single_pass,Preset Init Pass,0.2894,0.2885,0.0008,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,Grover Circuit,5,single_pass,Trivial Layout,0.0032,0.0032,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,Grover Circuit,5,single_pass,Preset Routing Pass,0.0073,0.0121,-0.0048,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,Grover Circuit,5,single_pass,Preset Translation Pass,0.0067,0.0065,0.0002,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,Grover Circuit,5,single_pass,__TOTAL__,0.3065,0.3103,-0.0038,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,Grover Circuit,5,single_pass,Preset Init Pass,0.2996,0.3003,-0.0006,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,Grover Circuit,5,single_pass,Dense Layout,0.0595,0.0613,-0.0018,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,Grover Circuit,5,single_pass,Preset Routing Pass,0.0072,0.0123,-0.0051,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,Grover Circuit,5,single_pass,Preset Translation Pass,0.0067,0.0067,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,Grover Circuit,5,single_pass,__TOTAL__,0.373,0.3805,-0.0075,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,Grover Circuit,5,single_pass,Preset Init Pass,0.2999,0.3002,-0.0003,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,Grover Circuit,5,single_pass,Sabre Layout,0.0054,0.023,-0.0176,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,Grover Circuit,5,single_pass,Preset Routing Pass,0.0058,0.0058,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,Grover Circuit,5,single_pass,Preset Translation Pass,0.0062,0.0062,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,Grover Circuit,5,single_pass,__TOTAL__,0.3174,0.3352,-0.0179,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass VF2 Layout
'Layout algorithm failed to find a valid mapping.'
Traceback (most r",,
A_per_pass,Layout,qiskit,qlego-qiskit_CSPLayoutPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass CSP Layout
""The 'python-constraint' library is required to use 'CSPLayout'. You",,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,Grover Circuit,5,single_pass,Preset Init Pass,0.2996,0.3004,-0.0008,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,Grover Circuit,5,single_pass,Preset Layout Pass,0.0146,0.0989,-0.0842,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,Grover Circuit,5,single_pass,Preset Routing Pass,0.0058,0.0058,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,Grover Circuit,5,single_pass,Preset Translation Pass,0.0065,0.0065,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,Grover Circuit,5,single_pass,__TOTAL__,0.3266,0.4117,-0.0851,success,,,
A_per_pass,Layout,tket,qlego-tket_LinePlacementPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement
No module named 'pytket'
Traceback (most recent call last):
  Fi",,
A_per_pass,Layout,tket,qlego-tket_GraphPlacementPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Graph Placement
No module named 'pytket'
Traceback (most recent call last):
  F",,
A_per_pass,Layout,tket,qlego-tket_NoiseAwarePlacementPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Noise Aware Placement
No module named 'pytket'
Traceback (most recent call last",,
A_per_pass,Layout,bqskit,qlego-bqskit_GeneralizedSabrePass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Generalized Sabre
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_TrivialPlacementPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Trivial Placement
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_GreedyPlacementPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Placement
No module named 'bqskit'
Traceback (most recent call last):
  ",,
A_per_pass,Layout,bqskit,qlego-bqskit_PAMLayoutPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass PAM Layout
No module named 'bqskit'
Traceback (most recent call last):
  File """,,
A_per_pass,Layout,bqskit,qlego-bqskit_SubtopologySelectionPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Subtopology Selection
No module named 'bqskit'
Traceback (most recent call last",,
A_per_pass,Layout,cirq,qlego-cirq_LinePlacementStrategyPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement Strategy
No module named 'cirq.routing'
Traceback (most recent c",,
A_per_pass,Layout,cirq,qlego-cirq_GreedySequenceSearchPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,cirq,qlego-cirq_AnnealSequenceSearchPass,Grover Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Anneal Sequence Search
No module named 'cirq.routing'
Traceback (most recent ca",,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,QFT Circuit,5,single_pass,Preset Init Pass,0.2996,0.3,-0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,QFT Circuit,5,single_pass,Trivial Layout,0.0019,0.0019,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,QFT Circuit,5,single_pass,Preset Routing Pass,0.0052,0.0068,-0.0016,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,QFT Circuit,5,single_pass,Preset Translation Pass,0.0041,0.0041,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_TrivialLayoutPass,QFT Circuit,5,single_pass,__TOTAL__,0.3108,0.3128,-0.002,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,QFT Circuit,5,single_pass,Preset Init Pass,0.2842,0.2846,-0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,QFT Circuit,5,single_pass,Dense Layout,0.0578,0.0596,-0.0018,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,QFT Circuit,5,single_pass,Preset Routing Pass,0.0052,0.007,-0.0018,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,QFT Circuit,5,single_pass,Preset Translation Pass,0.0041,0.0041,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_DenseLayoutPass,QFT Circuit,5,single_pass,__TOTAL__,0.3514,0.3553,-0.0039,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,QFT Circuit,5,single_pass,Preset Init Pass,0.2974,0.2975,-0.0001,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,QFT Circuit,5,single_pass,Sabre Layout,0.0022,0.0057,-0.0036,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,QFT Circuit,5,single_pass,Preset Routing Pass,0.0047,0.0047,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,QFT Circuit,5,single_pass,Preset Translation Pass,0.0042,0.0042,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_SabreLayoutPass,QFT Circuit,5,single_pass,__TOTAL__,0.3084,0.3121,-0.0037,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_VF2LayoutPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass VF2 Layout
'Layout algorithm failed to find a valid mapping.'
Traceback (most r",,
A_per_pass,Layout,qiskit,qlego-qiskit_CSPLayoutPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass CSP Layout
""The 'python-constraint' library is required to use 'CSPLayout'. You",,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,QFT Circuit,5,single_pass,Preset Init Pass,0.2965,0.2968,-0.0004,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,QFT Circuit,5,single_pass,Preset Layout Pass,0.0053,0.0134,-0.0081,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,QFT Circuit,5,single_pass,Preset Routing Pass,0.0045,0.0045,-0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,QFT Circuit,5,single_pass,Preset Translation Pass,0.0042,0.0042,0.0,success,,,
A_per_pass,Layout,qiskit,qlego-qiskit_PresetLayoutPass,QFT Circuit,5,single_pass,__TOTAL__,0.3105,0.319,-0.0084,success,,,
A_per_pass,Layout,tket,qlego-tket_LinePlacementPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Line Placement
No module named 'pytket'
Traceback (most recent call last):
  Fi",,
A_per_pass,Layout,tket,qlego-tket_GraphPlacementPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Graph Placement
No module named 'pytket'
Traceback (most recent call last):
  F",,
A_per_pass,Layout,tket,qlego-tket_NoiseAwarePlacementPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Noise Aware Placement
No module named 'pytket'
Traceback (most recent call last",,
A_per_pass,Layout,bqskit,qlego-bqskit_GeneralizedSabrePass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Generalized Sabre
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_TrivialPlacementPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Trivial Placement
No module named 'bqskit'
Traceback (most recent call last):
 ",,
A_per_pass,Layout,bqskit,qlego-bqskit_GreedyPlacementPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass Greedy Placement
No module named 'bqskit'
Traceback (most recent call last):
  ",,
A_per_pass,Layout,bqskit,qlego-bqskit_PAMLayoutPass,QFT Circuit,5,single_pass,__FAILED__,,,,failed,"Worker subprocess failed with code 1
STDERR: Starting pass Preset Init Pass
Finished pass Preset Init Pass
Starting pass PAM Layout
No module named 'bqskit'
Traceback (most recent call last):
  File """,,
